tollgate_id,time_window,direction,volume
1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",0,53.14000
1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",0,46.37000
1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",0,49.63000
1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",0,53.68000
1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",0,54.68000
1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",0,48.44000
1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",0,36.62000
1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",0,41.38000
1,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",0,28.17000
1,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",0,27.27000
1,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",0,25.54000
1,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",0,17.85000
1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",0,49.60000
1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",0,53.07000
1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",0,41.36000
1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",0,47.76000
1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",0,51.44000
1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",0,54.74000
1,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",0,41.79000
1,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",0,34.92000
1,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",0,30.52000
1,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",0,24.92000
1,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",0,21.50000
1,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",0,22.96000
1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",0,46.39000
1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",0,51.71000
1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",0,49.53000
1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",0,48.65000
1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",0,47.39000
1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",0,52.94000
1,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",0,34.35000
1,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",0,35.48000
1,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",0,31.16000
1,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",0,26.09000
1,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",0,22.98000
1,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",0,21.31000
1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",0,41.52000
1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",0,55.28000
1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",0,47.27000
1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",0,46.94000
1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",0,52.84000
1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",0,50.27000
1,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",0,48.86000
1,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",0,46.96000
1,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",0,57.28000
1,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",0,35.48000
1,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",0,40.87000
1,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",0,38.46000
1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",0,42.36000
1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",0,55.92000
1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",0,56.20000
1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",0,53.85000
1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",0,56.87000
1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",0,50.33000
1,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",0,50.72000
1,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",0,40.80000
1,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",0,27.05000
1,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",0,24.29000
1,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",0,23.10000
1,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",0,23.29000
1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",0,74.57000
1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",0,80.43000
1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",0,83.62000
1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",0,89.98000
1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",0,81.58000
1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",0,88.99000
1,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",0,120.84000
1,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",0,100.02000
1,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",0,90.77000
1,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",0,81.30000
1,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",0,70.56000
1,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",0,58.29000
1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",0,120.31000
1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",0,122.30000
1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",0,124.30000
1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",0,112.59000
1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",0,113.98000
1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",0,113.98000
1,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",0,89.67000
1,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",0,77.05000
1,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",0,55.88000
1,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",0,53.48000
1,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",0,53.48000
1,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",0,43.59000
1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",1,117.86000
1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",1,126.83000
1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",1,125.34000
1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",1,127.22000
1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",1,117.17000
1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",1,124.13000
1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",1,95.64000
1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",1,106.93000
1,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",1,124.62000
1,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",1,76.95000
1,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",1,81.95000
1,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",1,57.26000
1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",1,111.21000
1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",1,112.51000
1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",1,118.50000
1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",1,117.31000
1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",1,111.12000
